评论,标签,得分
素裳的脸+阮梅的表情+希儿衣服配色+灵砂身姿+白露背景板，我嘞个拼好人,positive (stars 4 and 5),0.728046715259552
素裳的脸、灵砂的姿势跟神情，希儿的衣服,positive (stars 4 and 5),0.9790260791778564
你把伊甸的脸p上都夸你p的好，结果安了个李素裳的头,"negative (stars 1, 2 and 3)",0.7160004377365112
太眼熟了！,"negative (stars 1, 2 and 3)",0.6985799670219421
"⚆◡⚆！
……
⚆◡⚆？
姐姐，你很像我认识的一群人，那群人叫：希儿、白露、素裳、花火、卡芙卡、灵砂、饮月、镜流、",positive (stars 4 and 5),0.7397631406784058
她说的灰色的小鱼苗，该不会是我们吧？,positive (stars 4 and 5),0.5733901858329773
超级拼装,positive (stars 4 and 5),0.8885396718978882
是不是要踢掉黑天鹅了？所以牢鹅引导我们来翁法罗斯就是为了带我们找到dot队售后吗？海瑟音可以主动触发dot吗？如果可以的话就好了,positive (stars 4 and 5),0.6595509052276611
黄泉又补强了,positive (stars 4 and 5),0.9702901840209961
海瑟音来了 dot队终于不要等待了,positive (stars 4 and 5),0.9284886717796326
我刚看还以为三蹦子李素裳加崩铁希儿呢（,"negative (stars 1, 2 and 3)",0.567513108253479
这简直就是某6个加起来合体了。,"negative (stars 1, 2 and 3)",0.8534224033355713
有点像元素缝合,positive (stars 4 and 5),0.5247312784194946
君の海瑟音,positive (stars 4 and 5),0.9439429640769958
神秘珊瑚女子,positive (stars 4 and 5),0.9603191018104553
有点难评，怎么像是几个角色的集合体，很怪。,"negative (stars 1, 2 and 3)",0.8418819904327393
这个是?拼好人?！那个人才设计的,positive (stars 4 and 5),0.8765578866004944
真就全员五星啊,"negative (stars 1, 2 and 3)",0.5417053699493408
好眼熟的感觉,positive (stars 4 and 5),0.9065250158309937
能不能辅助黄泉啊，二弟有点高兴但是经济实力有限，作用不大只能跳了,positive (stars 4 and 5),0.6974575519561768
dot专拐嘛，那黄泉能用吗,"negative (stars 1, 2 and 3)",0.8797298669815063
很失望，立绘像素裳像灵砂像希儿，就是不像预告的剪影海瑟音，人物个性没有凸现，毫无新意，让人感觉很敷衍。翁法洛斯主线快进行半年了，我认为是有足够的资源去优化海瑟音立绘，不知道是怎么通过这张立绘的，像赶工赶出来的。,"negative (stars 1, 2 and 3)",0.972480058670044
到目前为止最喜欢的一个，但想到玩dot和坐牢没区别瞬间放弃了，要不是个dot我都抽满了,"negative (stars 1, 2 and 3)",0.618284285068512
难道，白厄的队友来了？,positive (stars 4 and 5),0.7263748645782471
和想象中有点不一样感觉欧式变中式了,positive (stars 4 and 5),0.8518796563148499
笑死，感觉是AI生成后改的,"negative (stars 1, 2 and 3)",0.6428859829902649
天天五星，次次五星全是五星，搞毛啊,"negative (stars 1, 2 and 3)",0.6475990414619446
本来以为是那种蓝色为主题的衣服颜色，和想的相差有点大,"negative (stars 1, 2 and 3)",0.5883522033691406
希儿你长大了,positive (stars 4 and 5),0.6393564343452454
你丫出点四星行不行！,"negative (stars 1, 2 and 3)",0.5157774090766907
可恶啊，不要再动摇我的心了,"negative (stars 1, 2 and 3)",0.8617626428604126
一眼雷电将军的感觉，怎么回事？,positive (stars 4 and 5),0.5199965834617615
感觉刘海好像素裳，甚至也是物理,positive (stars 4 and 5),0.5033478736877441
这趋势，会不会4.0要主推一个新模式的DOT队,positive (stars 4 and 5),0.9458147883415222
唉，预制人……唉，拼好人,"negative (stars 1, 2 and 3)",0.7127524614334106
丢卡片不过瘾，改丢鱼是吧？(ಡωಡ),positive (stars 4 and 5),0.8287075757980347
话说，有没有四星角色给我白嫖一下，最好像黄泉带加拉赫那种池子,positive (stars 4 and 5),0.8626316785812378
还是5星啊,positive (stars 4 and 5),0.5764099955558777
对了，林朝雨，忽然想起来这个人,positive (stars 4 and 5),0.9896474480628967
啊老婆,positive (stars 4 and 5),0.6723713874816895
是哈基米,positive (stars 4 and 5),0.8178591728210449
终于能上场,positive (stars 4 and 5),0.9159373044967651
？,positive (stars 4 and 5),0.9453793168067932
物理裂伤，是素裳没错了,"negative (stars 1, 2 and 3)",0.812846302986145
满满的强度不足的样子,positive (stars 4 and 5),0.6670951247215271
她黑丝咋自带大破的,"negative (stars 1, 2 and 3)",0.8724125027656555
李大枕头怎么跑翁法罗斯来了？,positive (stars 4 and 5),0.604788601398468
这个丝袜怎么破了,"negative (stars 1, 2 and 3)",0.8828698396682739
海瑟音：我的小鱼你醒了，还认识早晨吗？（doge）,positive (stars 4 and 5),0.7620440721511841
裁缝的感觉。。。,positive (stars 4 and 5),0.5834055542945862
hanser阴？,positive (stars 4 and 5),0.8240174651145935
我有牢鹅，能不能进海瑟音队里当队友啊,positive (stars 4 and 5),0.7172043323516846
有消息不？海瑟音啥时候出啊,positive (stars 4 and 5),0.7022852897644043
哇！破洞黑丝！,"negative (stars 1, 2 and 3)",0.8756763339042664
那一天，芽衣和希儿都喝醉了,"negative (stars 1, 2 and 3)",0.7158368229866028
才过完两周年你开始整拼接混搭了？没活整了？,"negative (stars 1, 2 and 3)",0.6677379608154297
少妇素裳,positive (stars 4 and 5),0.89951491355896
老米够拼的，连撕袜都整出了,"negative (stars 1, 2 and 3)",0.8612858653068542
玉,positive (stars 4 and 5),0.8911977410316467
我就想问一句，你什么时候出四星？我全部四星都满了，能不能出一个？你把螺丝弄出来也行啊，或者把黑天鹅降级，毕竟黑天鹅现在是真的废,positive (stars 4 and 5),0.5814536809921265
这设计的好一般啊,"negative (stars 1, 2 and 3)",0.6920216679573059
看到黑丝洞了,"negative (stars 1, 2 and 3)",0.905947744846344
斯缇科西亚？看来也有黎明地图！,positive (stars 4 and 5),0.9847532510757446
破洞丝袜,"negative (stars 1, 2 and 3)",0.9376885890960693
"赛琳娜+李素裳+希儿+白露背景
拼好衣",positive (stars 4 and 5),0.9557809233665466
我觉得像后崩的芽衣,"negative (stars 1, 2 and 3)",0.902039647102356
希儿+素裳？？？？,positive (stars 4 and 5),0.9344087839126587
一种熟悉感扑面而来,positive (stars 4 and 5),0.9750520586967468
李素裳头，希儿衣服，灵砂身体,positive (stars 4 and 5),0.8899289965629578
人生人海,positive (stars 4 and 5),0.9472814202308655
汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪汪,"negative (stars 1, 2 and 3)",0.5711724758148193
腰那一部分的配色好希儿,positive (stars 4 and 5),0.9205570220947266
拼好人,positive (stars 4 and 5),0.8007672429084778
我的感觉是摆着灵砂姿势长着素裳脸穿着希儿衣服的芽衣？？？,"negative (stars 1, 2 and 3)",0.5135387778282166
啊？谁？下下个版本到底什么情况！！？？,positive (stars 4 and 5),0.6296940445899963
没活了可以咬打火机,"negative (stars 1, 2 and 3)",0.7196176648139954
世界上的另一个我.jpg,positive (stars 4 and 5),0.9871188402175903
令我追忆故人,positive (stars 4 and 5),0.9877262711524963
能白给我吗,"negative (stars 1, 2 and 3)",0.9092358350753784
明天会是谁呢，好难等啊,positive (stars 4 and 5),0.6365137100219727
"#大海洋音音🎼人美声甜 
#海瑟音❤️沧海遗珠 
#海瑟音🎵🎵以一敌万 
#海瑟音女人中的女人 
#海瑟音首次回应进dot队传闻 
#卡芙卡黑天鹅被拍到正在做法混沌回忆 
#卡芙卡黑天鹅被拍到正在做法虚构叙事 
#卡芙卡黑天鹅被拍到正在做法末日幻影 
#音音我们来接你回家啦",positive (stars 4 and 5),0.7709740400314331
就我觉得她的头身比例不协调吗？,positive (stars 4 and 5),0.6845712065696716
是dot队的不，是我就抽了,"negative (stars 1, 2 and 3)",0.8853610157966614
有点像拼好音了，感觉衣服是希尔的，脸是李素裳的，姿势灵沙的,positive (stars 4 and 5),0.5718382596969604
和剧情插画给人的感觉差太多了,"negative (stars 1, 2 and 3)",0.8529903292655945
不喜欢那个花纹呜呜呜，感觉好奶奶风，有了就聚焦在花纹上，没有就聚焦在脸上，感觉可以搞点其他设计来着，喜欢的也挺好，反正官方不会改，你就让让我说说吧，我真的以为伊甸那种，所以有点点伤心T,positive (stars 4 and 5),0.8667164444923401
所以破洞黑丝得实装到建模吧,positive (stars 4 and 5),0.6168106198310852
不是，怎么有一种李素裳和苍玄合体的感觉,"negative (stars 1, 2 and 3)",0.5617932677268982
这脸上是不是龙鳞呀？,"negative (stars 1, 2 and 3)",0.8200902342796326
针灸一个四星没有,"negative (stars 1, 2 and 3)",0.5958520770072937
豪无违合感,"negative (stars 1, 2 and 3)",0.5917879343032837
珊瑚宫素裳,positive (stars 4 and 5),0.894818902015686
进dot吗，那必抽了,"negative (stars 1, 2 and 3)",0.8617910742759705
希儿加素裳,positive (stars 4 and 5),0.9350293874740601
不管了，我要做海塞音和刻律德拉姐姐的狗,positive (stars 4 and 5),0.513734757900238
是不是成女啊,positive (stars 4 and 5),0.5933041572570801
黑大帅的审美还是一如既往那般，令人心动,positive (stars 4 and 5),0.99370276927948
明明叫海瑟音但服饰设计只有海螺比较有关联，服饰还有一种拼好服的感觉，铁的设计相似感真的好多，很希望出点独特的设计，都海的女儿了，明明可以往海洋方面设计的,positive (stars 4 and 5),0.6545789837837219
確實瑟,positive (stars 4 and 5),0.6369525790214539
这对吗,"negative (stars 1, 2 and 3)",0.8246957659721375
这是什么拼好海？希儿的衣服，素裳的头，灵纱的动作，白露的背景,"negative (stars 1, 2 and 3)",0.9577900767326355
这个体型有点难猜啊,positive (stars 4 and 5),0.796287477016449
拼好角,positive (stars 4 and 5),0.8962692618370056
好像素裳……,positive (stars 4 and 5),0.515265941619873
海六万，跟我组一辈子dot队吧！,positive (stars 4 and 5),0.725677490234375
开拓者解锁新称号：小灰苗,positive (stars 4 and 5),0.9256771206855774
真好看，又再骗我不停的抽女角色QWQ我已经抽了一堆女角色了，我还想着抽几个男角色当花瓶养着，结果全抽女角色去了,"negative (stars 1, 2 and 3)",0.9730188846588135
感觉像是穿着希儿衣服的素裳,"negative (stars 1, 2 and 3)",0.6325672268867493
难绷了 拼好人了属于是😂,"negative (stars 1, 2 and 3)",0.6020114421844482
素裳扒了来到仙舟旅游的希儿衣服，然后装作灵砂的样子躺在白露的老家里,positive (stars 4 and 5),0.8963802456855774
Dot队，一个没有，只有2+1黄泉，巨想抽，有什么建议吗,"negative (stars 1, 2 and 3)",0.723195493221283
角色设计也是灵感耗尽了,positive (stars 4 and 5),0.8253547549247742
和之前图里给人的感觉不一样了，有点慵懒？,"negative (stars 1, 2 and 3)",0.521135151386261
都说像是李素裳，我倒觉得看上去像隔壁崩三重女,"negative (stars 1, 2 and 3)",0.5127457976341248
素裳？你怎么穿人希儿的衣服,"negative (stars 1, 2 and 3)",0.7930464744567871
立绘又有点像阮梅的通模，同质化严重啊😦,positive (stars 4 and 5),0.8497669696807861
小卢卡罢了,positive (stars 4 and 5),0.5421700477600098
突然安心，因为如果她能出场，说明其他黄金裔也能回来了，毕竟是同一届黄金裔嘛,positive (stars 4 and 5),0.9268303513526917
sp版素裳吗？,"negative (stars 1, 2 and 3)",0.5472208857536316
留给米哈游的新造型（脸型，立绘，观感）不多了,positive (stars 4 and 5),0.9915145635604858
她叫我灰色的小鱼苗？,positive (stars 4 and 5),0.6428894400596619
怎么办？我越看越像大黑塔和阮梅生的娃,"negative (stars 1, 2 and 3)",0.5398675203323364
虚无的都在我xp上,"negative (stars 1, 2 and 3)",0.631560206413269
穿着希儿衣服的素裳,positive (stars 4 and 5),0.7789937257766724
这不李大枕头吗,"negative (stars 1, 2 and 3)",0.9252221584320068
谁家OC出来了,"negative (stars 1, 2 and 3)",0.5863437056541443
破洞丝袜,"negative (stars 1, 2 and 3)",0.9376885890960693
应该是可以用小提琴拉一道声波使对面陷入沉睡，然后用酒杯施加dot吧,positive (stars 4 and 5),0.9168860912322998
如何,positive (stars 4 and 5),0.5029451847076416
看来也搬到奥赫玛了,positive (stars 4 and 5),0.908044159412384
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,positive (stars 4 and 5),0.5023782849311829
阮梅、希儿、素裳、灵砂、花火……?,positive (stars 4 and 5),0.9246445298194885
dot队真的要重见天日了吗,positive (stars 4 and 5),0.6038185954093933
"可别说翁法洛斯这些人都是在拿三月七的记忆搓出来的再演算结果，那这样可真是够爆的了，红发提宝老师是姬子记忆捏造出来的，然后三月七觉得爷是救世主，毕竟爷也的确脸接大招救过三月，然后海瑟音也是很多人的印象重新组合构成的，翁法洛斯的记忆是拿三月七的记忆作为素材来重新组合进行演算得到的？那你要这么展开那可真是有意思了
毕竟垃圾桶萨姆说这玩意真的是有点东西在的",positive (stars 4 and 5),0.9518899321556091
一个战士 放这个姿势不太适合吧 应该脚踩一群死人才对,positive (stars 4 and 5),0.5421472191810608
江郎才尽了,positive (stars 4 and 5),0.7448755502700806
不行了哥，这立绘太人山人海了,"negative (stars 1, 2 and 3)",0.9119303226470947
我吃！,positive (stars 4 and 5),0.7244629263877869
这脸一股后崩芽衣的味儿,"negative (stars 1, 2 and 3)",0.9206586480140686
孩子们，你们是玩梗，只有我是真抽了,positive (stars 4 and 5),0.5462797284126282
希砂！！！,positive (stars 4 and 5),0.9019909501075745
李素裳的头，花火的鱼，心海的背景，希儿的配色和衣服……拼好音……?,positive (stars 4 and 5),0.9891959428787231
脸像崩三素裳，整个头加上姿势像灵砂，衣服同时有着绀海希儿和下城区希儿的感觉，然后丝袜又有点神秘头纱女子的感觉，我嘞个拼好崩,"negative (stars 1, 2 and 3)",0.5496112704277039
希儿？李素裳？,positive (stars 4 and 5),0.959331214427948
拼好人,positive (stars 4 and 5),0.8007672429084778
素裳穿着希儿的衣服摆出灵砂的动作是吧,positive (stars 4 and 5),0.5091105699539185
很难想象上个四星是貊泽,positive (stars 4 and 5),0.9746726751327515
腿环呢？失去灵魂了,"negative (stars 1, 2 and 3)",0.8094872832298279
这怎么像李素裳，配点阮梅的呢、了？,"negative (stars 1, 2 and 3)",0.6569894552230835
要是dot手dot队就起飞了,positive (stars 4 and 5),0.554352343082428
必拿下,positive (stars 4 and 5),0.9776670336723328
新的lp，您终于来了,positive (stars 4 and 5),0.7981114387512207
明天刻律,positive (stars 4 and 5),0.748612642288208
怎么看到了素裳、阮梅、忘归人、灵砂的影子,"negative (stars 1, 2 and 3)",0.5689138174057007
海瑟音小姐我是你的灰色小鱼苗啊！海瑟音小姐！,positive (stars 4 and 5),0.8176603317260742
灵砂拿莫娜的衣服改改穿身上了？,positive (stars 4 and 5),0.6507660746574402
我也感觉是。,positive (stars 4 and 5),0.5832958817481995
我忍不了了，她跟李素裳和灵砂和阮梅是什么关系？,"negative (stars 1, 2 and 3)",0.838291585445404
好像隔壁素裳？意思是银狼和布洛妮娅，大枕头和素裳这种同位体都会在铁道出两个吗？那就是会有芽衣二号，希儿二号，姬子二号？,positive (stars 4 and 5),0.8887171149253845
不是我怎么感觉怪怪的？把希儿的衣服抢了，然后脑袋有点像素裳的头。,"negative (stars 1, 2 and 3)",0.5654869675636292
穿着希儿,positive (stars 4 and 5),0.6909200549125671
有点好看,positive (stars 4 and 5),0.7487752437591553
李素裳驾到，通通闪开！,positive (stars 4 and 5),0.8893535137176514
感觉有点芽衣远看,"negative (stars 1, 2 and 3)",0.535769522190094
竟然出已经死亡的角色立绘，那是不是说明下个版本是真的要轮回了，白厄负面情绪就变化出盗火行者,positive (stars 4 and 5),0.6817973256111145
可以适配椒丘吗？,positive (stars 4 and 5),0.7242515087127686
不是哥们 这么好看,"negative (stars 1, 2 and 3)",0.7676637768745422
"翁法罗斯的四星角色是灭绝了吗？
一个都没出…","negative (stars 1, 2 and 3)",0.576363742351532
拼好饭,positive (stars 4 and 5),0.9556365013122559
看来3.5开拓者应该是要回到这一轮再创世的最前面了，下个版本有可能是白厄把整个翁扬了，然后昔涟出来救场，何者op里面的那个高潮转接的图片应该就是要在这个版本出现了,positive (stars 4 and 5),0.9843307137489319
还不出四星吗,positive (stars 4 and 5),0.9462668299674988
这个游戏是没有四星吗,positive (stars 4 and 5),0.9080700874328613
话说不会真的要出个大地兽吧 那个大地泰坦,positive (stars 4 and 5),0.5560486912727356
希儿的衣服加灵砂的动作,positive (stars 4 and 5),0.9689822196960449
妈妈。,positive (stars 4 and 5),0.9356139302253723
1.0-2.0时代的dot随着海瑟音大人和卡妈加强，又能大一个大版本了,positive (stars 4 and 5),0.9920275807380676
黑化灵砂，持暗族,positive (stars 4 and 5),0.8910560011863708
感觉好敷衍的立绘……尤其是背景珊瑚,positive (stars 4 and 5),0.7482776045799255
细看其实还是挺好看的,positive (stars 4 and 5),0.967920184135437
李素谁？,positive (stars 4 and 5),0.96811842918396
虚无吗，不会是dot队的补强吧,"negative (stars 1, 2 and 3)",0.8314447402954102
希儿：不给补特效就算了，咋还抢人家衣服穿,"negative (stars 1, 2 and 3)",0.8124824166297913
素裳➕希尔的衣服对嘛？，有点意思,positive (stars 4 and 5),0.8904291391372681
希儿，你怎么摆着灵砂的poss睡在白露的立绘背景上,positive (stars 4 and 5),0.6596371531486511
你好像很多人,positive (stars 4 and 5),0.7949742674827576
家人们计划有变，白垩可以先放一边了,positive (stars 4 and 5),0.9732388854026794
实在太难绷了，有种素裳穿了希儿衣服的既视感,"negative (stars 1, 2 and 3)",0.8104244470596313
以为是伊甸，结果是素裳,"negative (stars 1, 2 and 3)",0.5857276916503906
太好了是海瑟音，dot队有救了,positive (stars 4 and 5),0.9890223741531372
图2（）,positive (stars 4 and 5),0.932405412197113
素裳的脸芽衣的头发和眼睛希儿的衣服灵纱的动作,positive (stars 4 and 5),0.8694044351577759
我的妈呀，第一眼还以为是素裳的同人图，看到海瑟音三个字，直接懵逼了,"negative (stars 1, 2 and 3)",0.9222068190574646
海瑟灵,positive (stars 4 and 5),0.9415518045425415
这不是我家裳裳吗，怎么跑翁法罗斯去了,"negative (stars 1, 2 and 3)",0.80564284324646
就我觉得海瑟音像成熟版芽衣吗？,"negative (stars 1, 2 and 3)",0.5464007258415222
像是希儿和灵砂的结合体,positive (stars 4 and 5),0.7566814422607422
总感觉脸眼熟，比如灵砂,positive (stars 4 and 5),0.91236811876297
脸和发型像素裳，衣服配色像希儿，姿势像灵砂，等建模出来吧，立绘既视感太重了,positive (stars 4 and 5),0.7200161218643188
计划有变,positive (stars 4 and 5),0.8948323726654053
我，爱音！,positive (stars 4 and 5),0.9394360780715942
《李素音》,positive (stars 4 and 5),0.9587367177009583
可以和黄泉组吗,positive (stars 4 and 5),0.7018168568611145
为什么把希儿衣服拔了给素裳穿,"negative (stars 1, 2 and 3)",0.8418378829956055
根据史料记载瑟音一个人曾杀敌六万，所以是六倍的万敌,positive (stars 4 and 5),0.9770851135253906
：李素裳，你怎么穿着希儿的衣服,positive (stars 4 and 5),0.5026352405548096
"崩铁的属性我永远也猜不到(￣.￣)
第一眼以为是量子，再定睛一瞧，啊，原来是物理啊…","negative (stars 1, 2 and 3)",0.524163544178009
感觉是当了妈以后的李素裳，成秦素衣的样子了,"negative (stars 1, 2 and 3)",0.7603302597999573
灰色的小鱼苗？是开拓者变成鱼去找海瑟音吗,"negative (stars 1, 2 and 3)",0.6408525705337524
孩子们我是原创角色,positive (stars 4 and 5),0.9619924426078796
物理属性，素裳不就是吗？感觉是素裳换了身黑丝，然后穿上希尔的裙子,positive (stars 4 and 5),0.5632436275482178
看着真的好奇怪啊，第一眼看上去像李素裳新皮肤，像李素裳穿着希儿的衣服，看着真的好怪，不过等上线可能就会好多了,positive (stars 4 and 5),0.7359135746955872
难道白厄被放弃了，DOT队的主推时代来了？上半的神啊！,positive (stars 4 and 5),0.9404094815254211
江郎才尽了吗,positive (stars 4 and 5),0.6675357222557068
为什么有种后崩芽衣和小李子的感觉？,"negative (stars 1, 2 and 3)",0.8048816919326782
珊瑚宫素裳,positive (stars 4 and 5),0.894818902015686
已经好久没有那么喜欢一个美女姐姐的立绘了，上一个是阿格莱雅,positive (stars 4 and 5),0.956276535987854
素裳加阮·梅加灵沙,positive (stars 4 and 5),0.7982808947563171
芝士有点像李素裳偷穿希儿衣服🙄💅🏻,"negative (stars 1, 2 and 3)",0.55467689037323
"物理虚无
务虚（）","negative (stars 1, 2 and 3)",0.9506289958953857
破洞黑丝诶！在星铁是第一次吧,"negative (stars 1, 2 and 3)",0.8534285426139832
希裳还是素儿,positive (stars 4 and 5),0.6983097195625305
"海瑟音
May the next feast be eternal
愿下一场的盛宴永无止境",positive (stars 4 and 5),0.9902046918869019
美人鱼加竖琴，越来越熟悉了,positive (stars 4 and 5),0.9936612844467163
组一辈子DOT队,positive (stars 4 and 5),0.780838131904602
翻译：席一直吃,positive (stars 4 and 5),0.9848039150238037
"海瑟音立绘上的文字： 
愿下一场欢宴永不落幕。 
May the next feast be eternal.",positive (stars 4 and 5),0.9917802214622498
海瑟音在上半，这意味着什么,"negative (stars 1, 2 and 3)",0.5970178842544556
素裳，你怎么穿了 希尔 的衣服,"negative (stars 1, 2 and 3)",0.8322744369506836
灰色的小鱼苗！是我们的新称呼！！！,positive (stars 4 and 5),0.9868342280387878
素裳的头，灵砂的姿势，希儿的衣服，卡妈的膝,positive (stars 4 and 5),0.9312166571617126
dot队你崛起罢,positive (stars 4 and 5),0.6321532130241394
这配色，是希儿！,positive (stars 4 and 5),0.6760274767875671
她不会就是赛飞儿说的斯缇科西亚逃亡到奥赫玛的人吧,positive (stars 4 and 5),0.9655148386955261
计划有变，改抽海瑟音,positive (stars 4 and 5),0.6639166474342346
海瑟音剧情的死因,positive (stars 4 and 5),0.9889671206474304
眉眼有种后崩芽衣的感觉,"negative (stars 1, 2 and 3)",0.8263024687767029
终于不是莫名其妙凹造型了，终于有点互动感了！！！！！！！！！！！！！！！,positive (stars 4 and 5),0.9673214554786682
希儿怎么跑来翁法罗斯了？超链图片,positive (stars 4 and 5),0.6397542953491211
所以，3.5版本有没有期待已久的四星角色,positive (stars 4 and 5),0.954658031463623
明明对应的是海洋，怎么这姐们比纷争还纷争，比天空还天空,"negative (stars 1, 2 and 3)",0.6491819620132446
难不成是大素裳,"negative (stars 1, 2 and 3)",0.8740715384483337
这就是我们黑大帅的审美啊,positive (stars 4 and 5),0.945883572101593
终于来了，终于来了,positive (stars 4 and 5),0.9722694754600525
之前有全身照的时候0个人说像谁 像谁，现在倒说起来了,positive (stars 4 and 5),0.9003795981407166
我嘞个真昼的cv,"negative (stars 1, 2 and 3)",0.5327342748641968
我以为会是御姐风，这个立绘感觉少女气更多,positive (stars 4 and 5),0.8590195775032043
每一次有关他的图片都感觉他变了一次,positive (stars 4 and 5),0.5689212083816528
这个终于出来了，虽然颜值跟游戏中那抽象图想象的颜值有点不一样，但也确实颜值达标，身上的衣着更是华美，这个无论XP党还是玩DOT体系的强度党，都值得入手。,positive (stars 4 and 5),0.9888474941253662
好家伙总算没腿环了,positive (stars 4 and 5),0.9397937059402466
你们是不是江郎才尽了呀 看到了许多故人的影子,positive (stars 4 and 5),0.9350180625915527
好相似,positive (stars 4 and 5),0.8615574836730957
"是你吗，海瑟希
中间乍一看真的挺像希儿",positive (stars 4 and 5),0.6548086404800415
感觉光腿会好看一些，还是更喜欢差分宇宙的无脸站立拉小提琴的立绘,positive (stars 4 and 5),0.9732220768928528
赛？,positive (stars 4 and 5),0.8458763360977173
是破洞黑丝耶,"negative (stars 1, 2 and 3)",0.9033605456352234
虚无？难道说？！,"negative (stars 1, 2 and 3)",0.6684058308601379
破洞黑丝诶,"negative (stars 1, 2 and 3)",0.8976370692253113
虽然我很心动，但是还是等抽昔涟,positive (stars 4 and 5),0.6699303388595581
怎么感觉和PV里的不一样,"negative (stars 1, 2 and 3)",0.8316967487335205
"海瑟音立绘上的文字：
愿下一场欢宴永不落幕。
May the next feast be eternal.",positive (stars 4 and 5),0.9917802214622498
"灰色的小鱼苗 是说主角吗
那么问题来了","negative (stars 1, 2 and 3)",0.6065322160720825
我都七连歪了，海瑟音能不能别歪了😭,"negative (stars 1, 2 and 3)",0.9044899344444275
妈妈，我要娶她,positive (stars 4 and 5),0.8564144968986511
#大海洋音音🎼人美声甜#海瑟音❤️沧海遗珠#海瑟音🎵🎵以一敌万#海瑟音女人中的女人#海瑟音首次回应进dot队传闻#卡芙卡黑天鹅被拍到正在做法混沌回忆#卡芙卡黑天鹅被拍到正在做法虚构叙事#卡芙卡黑天鹅被拍到正在做法末日幻影#音音我们来接你回家啦,positive (stars 4 and 5),0.7709740400314331
我去，计划有变！,positive (stars 4 and 5),0.6189167499542236
这发量是认真的吗？和之前pv的完全不一样啊，我的黑长直姐姐呢？是因为杀敌要用头发杀吗？,"negative (stars 1, 2 and 3)",0.9270673394203186
感觉像灵砂加希儿,"negative (stars 1, 2 and 3)",0.5712730884552002
上半下半？,"negative (stars 1, 2 and 3)",0.6156105399131775
本来就想抽海瑟音，现在像李素裳（本人素裳厨）这下更喜欢了！！！！,positive (stars 4 and 5),0.9890121221542358
有鳞片诶！,"negative (stars 1, 2 and 3)",0.6513608694076538
海列屈拉，阿格莱雅，凯厄斯兰娜，阿那克萨戈拉斯，赛法利亚，缇里西庇俄斯，迈德莫斯，雅辛忒斯，这些名字都很有当地特色，明明贝洛伯格和仙舟的名字都有当地特色，为什么翁法罗斯的名字要写简称呢？,positive (stars 4 and 5),0.9091964364051819
道理我都懂，可是她叫我小鱼苗诶，难道又是位妈妈级别的?,positive (stars 4 and 5),0.6432342529296875
这个是3.5版本要上的角色吗？,positive (stars 4 and 5),0.9632284045219421
第一眼：挺好看第二眼：素裳的头+阮梅身体+希儿衣服,positive (stars 4 and 5),0.6239382028579712
你是说以一敌六万的人长着这么柔和的一张脸吗,positive (stars 4 and 5),0.5524682402610779
"了厄白抽不就样这长音瑟海道知早
——道铁穹星·坏崩",positive (stars 4 and 5),0.6115654110908508
李大枕头,positive (stars 4 and 5),0.8146510720252991
欢迎神秘蚌珠女加入恐怖的dot女子大家庭～,positive (stars 4 and 5),0.7435281872749329
